Year,Month,UniqueCarrier,CarrierName,TotalAircrafts,TotalFlights,TotalDistance,AvgDistancePerDay,AvgFlightsPerDay,TotalAirTime,TotalTravelTime,TimeOnGround,PctTimeOnGround
2001,Aug,AS,Alaska Airlines Inc.,103,15124,11903284,3905.19,5.02,64593.5924987793,86899.99041748047,83726.40759277344,56
2001,Aug,CO,Continental Air Lines Inc.,374,35116,36103984,3540.68,3.37,210368.66302490234,247560.8841638565,328191.3369140625,61
2001,Aug,DL,Delta Air Lines Inc.,594,74892,58117186,3507.87,4.44,342150.69610595703,472839.1732330322,513209.30389404297,60
2001,Aug,HP,America West Airlines Inc.,144,19015,17021343,4087.49,4.57,92115.98406982422,115867.71197509766,115244.01599121094,56
2001,Aug,MQ,Envoy Air,244,43824,11891813,1694.76,6.22,113609.43440246582,184658.13671875,237750.56561279297,68
2001,Aug,NW,Northwest Airlines Inc.,397,49821,37330974,3431.39,4.37,228179.49075317383,312752.65620422363,343500.5094604492,60
2001,Aug,TW,Trans World Airways LLC,181,22364,18383344,3661.63,4.41,107400.98812866211,138823.93969726562,153239.01177978516,59
2001,Aug,UA,United Air Lines Inc.,611,66646,63930114,3891.86,3.96,360595.0588684082,431828.0789642334,519244.9411621094,59
2001,Aug,US,US Airways Inc.,419,62264,38618895,3242.64,5.17,246084.03791809082,338086.20991516113,357275.9621582031,59
2001,Aug,WN,Southwest Airlines Co.,358,83831,42818338,3959.07,7.81,243058.86450195312,317039.44036865234,272461.1354980469,53
2001,Sep,AA,American Airlines Inc.,676,55846,56716227,3721.53,3.60,326477.4595184326,392948.2592468262,646962.5406799316,66
2001,Sep,AQ,Aloha Airlines Inc.,22,5082,1342948,2531.14,10.19,10189.189758300781,15336.852325439453,21490.810302734375,68
2001,Sep,AS,Alaska Airlines Inc.,103,13002,9994030,4015.27,5.25,55285.43502807617,76312.78146362305,93034.56481933594,63
2001,Sep,CO,Continental Air Lines Inc.,371,29893,30185094,3591.19,3.46,174382.76135253906,209421.56386184692,359857.2385864258,67
2001,Sep,DL,Delta Air Lines Inc.,587,67821,53203388,3465.52,4.41,274033.583694458,422241.170589447,571246.4161376953,68
2001,Sep,HP,America West Airlines Inc.,144,17495,15609579,4645.32,5.11,77092.84684753418,102508.33695983887,130267.15301513672,63
2001,Sep,MQ,Envoy Air,249,42811,11600409,1762.77,6.50,96116.08055114746,167860.96044921875,262443.91900634766,73
2001,Sep,NW,Northwest Airlines Inc.,388,43275,31375875,3203.43,4.22,169779.7649078369,269791.19972991943,388940.23516845703,70
2001,Sep,TW,Trans World Airways LLC,175,19427,14925074,3660.05,4.59,92977.74920654297,123405.9008178711,159022.2508544922,63
2001,Sep,UA,United Air Lines Inc.,610,59590,56949251,4099.80,4.19,303735.3839263916,374767.08561325073,574664.6157836914,65
2001,Sep,US,US Airways Inc.,413,57377,35681438,3480.77,5.59,204760.0715484619,286233.98153686523,389959.92864990234,66
2001,Sep,WN,Southwest Airlines Co.,358,79079,40784538,4174.91,8.12,225239.57934570312,295896.77923583984,290280.4206542969,56
2001,Oct,AA,American Airlines Inc.,652,51963,52900586,3166.46,3.03,315637.8764953613,385317.67710876465,623242.1234474182,66
2001,Oct,AQ,Aloha Airlines Inc.,20,4222,1241373,2326.03,8.49,9047.623474121094,13394.10302734375,19752.376525878906,69
2001,Oct,AS,Alaska Airlines Inc.,102,11240,8368881,3089.63,4.15,51346.50424194336,72763.13269042969,95533.4956665039,65
2001,Oct,CO,Continental Air Lines Inc.,337,26537,26728934,3030.78,2.95,158047.87850952148,200919.72520160675,327232.1213378906,67
2001,Oct,DL,Delta Air Lines Inc.,585,60133,47856617,3144.35,3.95,297462.2421722412,417893.7467956543,544937.7572631836,65
2001,Oct,HP,America West Airlines Inc.,144,16206,14035117,3491.70,4.06,79259.55950927734,103039.11364746094,128100.44049072266,62
2001,Oct,MQ,Envoy Air,251,38898,10907271,1542.00,5.55,96938.03805541992,176993.4063720703,264501.9614868164,73
2001,Oct,NW,Northwest Airlines Inc.,380,37967,27547035,2774.49,3.66,173414.51123046875,245987.2577972412,373785.4891357422,68
2001,Oct,TW,Trans World Airways LLC,173,19140,13618930,3231.18,4.45,94331.83114624023,130242.87857055664,154788.16864013672,62
2001,Oct,UA,United Air Lines Inc.,585,51285,48510818,3243.43,3.35,289515.4752044678,378584.1068267822,552884.5249633789,66
2001,Oct,US,US Airways Inc.,402,42941,26342856,2668.46,4.33,190305.75137329102,279672.84393310547,388574.2484741211,67
2001,Oct,WN,Southwest Airlines Co.,359,83264,42894145,3939.83,7.66,240886.80993652344,314380.50775146484,276073.19006347656,53
2001,Nov,AA,American Airlines Inc.,648,50000,51425336,3171.65,3.01,314584.0935974121,383989.87731933594,618535.9052963257,66
2001,Nov,AS,Alaska Airlines Inc.,101,11490,8528496,3102.02,4.19,51274.74221801758,74086.92254638672,94165.2582397461,65
2001,Nov,CO,Continental Air Lines Inc.,337,26824,27210156,3111.38,3.00,163259.0135345459,204640.7901611328,322020.9860839844,66
2001,Nov,DL,Delta Air Lines Inc.,555,59226,45474361,3169.29,4.06,287359.6143798828,405723.26109313965,511840.38583374023,64
2001,Nov,HP,America West Airlines Inc.,139,13986,12713626,3458.89,3.88,75176.62033081055,98920.5959777832,124983.3794555664,62
2001,Nov,MQ,Envoy Air,250,34430,9904754,1475.23,5.20,94517.49938964844,167605.73487854004,265482.5010986328,74
2001,Nov,NW,Northwest Airlines Inc.,375,37734,27760689,2874.43,3.72,180143.16915893555,253121.2430419922,359856.8309020996,67
2001,Nov,TW,Trans World Airways LLC,163,16588,12290516,3032.66,4.03,82952.76947021484,115105.41467285156,151767.23065185547,65
2001,Nov,UA,United Air Lines Inc.,528,43391,42287244,3157.62,3.16,253857.4346923828,329000.2130279541,506462.5654296875,67
2001,Nov,US,US Airways Inc.,367,46861,28495835,2889.77,4.71,190863.73258972168,274307.90341186523,337616.26776123047,64
2001,Nov,WN,Southwest Airlines Co.,357,76856,40479782,3880.48,7.39,235213.29431152344,305596.42578125,278866.70568847656,54
2001,Dec,AA,American Airlines Inc.,656,52121,53788616,3187.47,3.01,325671.70304870605,394985.9656829834,618968.2970346212,66
2001,Dec,AS,Alaska Airlines Inc.,101,11983,8951011,3156.93,4.24,52410.10968017578,74726.87496948242,93029.89001464844,64
2001,Dec,CO,Continental Air Lines Inc.,342,27748,28362758,3065.20,2.95,164968.17066955566,206870.4484758377,327511.8287963867,67
2001,Dec,DL,Delta Air Lines Inc.,542,61728,47726234,3226.20,4.11,289745.111328125,406035.2118835449,490734.88888549805,63
2001,Dec,HP,America West Airlines Inc.,139,14828,13686142,3517.37,3.90,76546.5559387207,103428.9146118164,123613.44372558594,62
2001,Dec,MQ,Envoy Air,247,35082,10089961,1466.85,5.18,93397.75127410889,164216.5021057129,262282.2490234375,74
2001,Dec,NW,Northwest Airlines Inc.,389,40279,30597388,2976.09,3.71,194273.76559448242,267119.4881286621,365886.2346801758,65
2001,Dec,TW,Trans World Airways LLC,114,16905,12629101,3957.07,5.23,77479.48379516602,84314.45901489258,86680.51631325483,53
2001,Dec,UA,United Air Lines Inc.,533,44676,43746180,3198.38,3.14,258825.35456848145,335383.688873291,508694.6467285156,66
2001,Dec,US,US Airways Inc.,365,47689,28090937,2905.48,4.88,192601.5982055664,274917.42346191406,332998.40173339844,63
2001,Dec,WN,Southwest Airlines Co.,358,76830,40812361,3794.76,7.19,231130.47229003906,299884.78704833984,284389.52770996094,55
2002,Jan,AA,American Airlines Inc.,775,70210,67799804,3324.00,3.37,407495.3445739746,484495.27280044556,708504.6550182104,63
2002,Jan,AS,Alaska Airlines Inc.,102,12009,9097341,3235.66,4.31,53829.53158569336,76913.12734985352,93050.46838378906,63
2002,Jan,CO,Continental Air Lines Inc.,344,27493,28190251,3028.46,2.91,164901.41229248047,203976.53665542603,330458.58767700195,67
2002,Jan,DL,Delta Air Lines Inc.,550,62669,48485456,3245.82,4.13,294536.78604125977,418060.243270874,497463.2141723633,63
2002,Jan,HP,America West Airlines Inc.,137,15135,13863769,3533.77,3.94,76118.77395629883,103691.99890136719,121161.22576904297,61
2002,Jan,MQ,Envoy Air,242,36049,10594178,1564.40,5.37,96138.69310760498,164047.41925811768,252341.30633544922,72
2002,Jan,NW,Northwest Airlines Inc.,392,39817,29510084,2936.08,3.72,194165.39044189453,269902.21058654785,370314.6096191406,66
2002,Jan,UA,United Air Lines Inc.,533,45765,44711103,3210.73,3.20,258970.70184326172,337586.67973327637,508549.2976074219,66
2002,Jan,US,US Airways Inc.,339,47132,27818786,2911.92,4.90,183112.23959350586,258519.1171875,305047.76037597656,62
2002,Jan,WN,Southwest Airlines Co.,357,80057,42057767,3907.32,7.47,237668.58770751953,308241.0912475586,276411.41229248047,54
2002,Feb,AA,American Airlines Inc.,759,63455,61476184,3387.28,3.39,403657.7132873535,475369.7202606201,689302.2871313095,63
2002,Feb,AS,Alaska Airlines Inc.,102,11642,8970038,3396.85,4.46,55765.20333862305,77190.4740600586,91114.79656982422,62
2002,Feb,CO,Continental Air Lines Inc.,352,25480,26267129,3085.42,2.94,171136.95077514648,211574.64014816284,335743.0493774414,66
2002,Feb,DL,Delta Air Lines Inc.,542,56751,43838012,3246.15,4.14,290581.2947540283,411100.53340148926,489898.70539855957,63
2002,Feb,HP,America West Airlines Inc.,135,13709,12540265,3576.06,3.99,75944.79504394531,102269.92846679688,118455.20483398438,61
2002,Feb,MQ,Envoy Air,242,33387,9875261,1601.00,5.46,99045.32703399658,166253.50263404846,249434.67315673828,72
2002,Feb,NW,Northwest Airlines Inc.,394,37679,28295093,3100.00,3.78,202461.93682861328,273160.59214782715,364898.0632324219,64
2002,Feb,UA,United Air Lines Inc.,535,42083,41395497,3259.40,3.24,264608.26931762695,343993.7711791992,505791.7303466797,66
2002,Feb,US,US Airways Inc.,333,42567,25476008,2958.11,4.91,181455.3077392578,256195.6557006836,298064.6922607422,62
2002,Feb,WN,Southwest Airlines Co.,360,72782,38303018,3918.04,7.45,240146.25469970703,311732.3091430664,278253.74530029297,54
2002,Mar,AA,American Airlines Inc.,856,72289,71048939,3187.99,3.18,430439.64601135254,541162.8444976807,802200.3530883789,65
2002,Mar,AS,Alaska Airlines Inc.,103,13272,10308056,3463.92,4.50,57183.637939453125,77593.91616821289,91136.36206054688,61
2002,Mar,CO,Continental Air Lines Inc.,355,28910,29934031,3150.62,2.97,176853.68133544922,217526.743019104,334346.31817626953,65
2002,Mar,DL,Delta Air Lines Inc.,554,63216,48742328,3217.95,4.10,298926.7487335205,417540.78524780273,498833.2512817383,63
2002,Mar,HP,America West Airlines Inc.,138,16289,15123764,3756.46,4.11,81088.90045166016,108482.4935913086,117631.09967041016,59
2002,Mar,MQ,Envoy Air,241,37299,11116144,1648.28,5.56,99949.20755004883,167130.5657196045,247090.79260253906,71
2002,Mar,NW,Northwest Airlines Inc.,392,42819,32429571,3167.04,3.86,207702.51016235352,280465.59061431885,356777.48934936523,63
2002,Mar,UA,United Air Lines Inc.,544,47004,46782827,3270.08,3.20,272266.62550354004,348502.4422454834,511093.3747558594,65
2002,Mar,US,US Airways Inc.,333,46607,28048973,2974.15,4.91,182743.39169311523,258050.70751953125,296776.60833740234,62
2002,Mar,WN,Southwest Airlines Co.,360,80191,42452861,3906.34,7.40,240903.2342529297,311526.6345214844,277496.7657470703,54
2002,Apr,AA,American Airlines Inc.,849,71915,70047273,3224.55,3.22,437950.79052734375,547927.4132585526,783169.2096557617,64
2002,Apr,AS,Alaska Airlines Inc.,103,12937,10114505,3510.91,4.53,57221.000427246094,79206.55889892578,91098.99963378906,61
2002,Apr,CO,Continental Air Lines Inc.,361,27873,28863897,3126.39,2.94,178132.5422668457,220029.95834350586,340267.45738220215,66
2002,Apr,DL,Delta Air Lines Inc.,559,61134,47283984,3205.43,4.09,299541.8971710205,416311.43295288086,503978.1028442383,63
2002,Apr,HP,America West Airlines Inc.,139,16101,15075709,3826.87,4.11,83134.92044067383,109075.28173828125,117025.0796508789,58
2002,Apr,MQ,Envoy Air,249,36796,10538384,1585.72,5.43,103116.5249710083,172349.02966308594,254003.4751586914,71
2002,Apr,NW,Northwest Airlines Inc.,397,41068,30545122,3052.69,3.83,202573.6368713379,278717.23193359375,369106.3627319336,65
2002,Apr,UA,United Air Lines Inc.,550,47451,46921779,3361.09,3.28,282117.53022766113,359884.6611289978,509882.4694824219,64
2002,Apr,US,US Airways Inc.,306,44124,26707494,3145.28,5.06,174827.98760986328,245073.11654663086,264372.01263427734,60
2002,Apr,WN,Southwest Airlines Co.,366,78742,41571567,3921.16,7.39,244821.85583496094,318025.36444091797,280778.14416503906,53
2002,May,AA,American Airlines Inc.,829,74236,72709458,3321.35,3.27,436343.7904205322,543573.7830352783,755976.2092895508,63
2002,May,AS,Alaska Airlines Inc.,103,13738,10825635,3623.51,4.66,58715.187438964844,80200.41333007812,89604.81256103516,60
2002,May,CO,Continental Air Lines Inc.,362,27814,29137332,3077.89,2.85,175390.70558166504,213106.09938263893,344449.2947692871,66
2002,May,DL,Delta Air Lines Inc.,554,62431,48549369,3201.54,4.07,296325.8558807373,414666.4726867676,501434.1439819336,63
2002,May,HP,America West Airlines Inc.,141,16654,15631641,3786.80,4.06,83214.10025024414,108007.34747314453,119825.89971923828,59
2002,May,MQ,Envoy Air,246,37260,10781000,1572.97,5.39,100016.60224914551,170844.40604019165,252783.39764404297,72
2002,May,NW,Northwest Airlines Inc.,386,42540,30837922,2987.87,3.95,195715.3895263672,273723.80126953125,360124.6106262207,65
2002,May,UA,United Air Lines Inc.,552,49335,48946730,3372.58,3.30,283141.254776001,361843.6199493408,511738.7448120117,64
2002,May,US,US Airways Inc.,308,45147,27463073,3122.03,4.99,174403.74655151367,244255.22915649414,267676.2534790039,61
2002,May,WN,Southwest Airlines Co.,366,80891,43020885,3910.66,7.31,243412.92642211914,315753.6130371094,282187.07360839844,54
2002,Jun,AA,American Airlines Inc.,821,72926,71473102,3344.60,3.28,437592.45278167725,532884.9315567017,743207.5463256836,63
2002,Jun,AS,Alaska Airlines Inc.,103,14156,11458653,3914.30,4.87,63323.08679199219,84630.89367675781,84996.91314697266,57
2002,Jun,CO,Continental Air Lines Inc.,361,27130,28514308,3079.79,2.83,174917.37831115723,210855.22228479385,343482.6217880249,66
2002,Jun,DL,Delta Air Lines Inc.,551,61646,48512255,3255.17,4.11,299141.2597503662,415778.05560302734,494298.7403564453,62
2002,Jun,HP,America West Airlines Inc.,143,17212,16514291,4069.49,4.27,88193.92324829102,114743.37023925781,116286.07666015625,57
2002,Jun,MQ,Envoy Air,241,36452,10584211,1604.86,5.38,100136.67482757568,169842.83795166016,245463.32525634766,71
2002,Jun,NW,Northwest Airlines Inc.,388,44630,33061831,3185.60,4.16,206591.5023803711,296127.01806640625,352128.4973754883,63
2002,Jun,UA,United Air Lines Inc.,554,51753,52091736,3622.95,3.51,303081.7473297119,379063.42095947266,494678.25329589844,62
2002,Jun,US,US Airways Inc.,308,43304,26779021,3141.03,4.93,173432.18435668945,241833.93936157227,268647.81549072266,61
2002,Jun,WN,Southwest Airlines Co.,365,79124,42274123,3955.53,7.36,245867.6304321289,319639.8042602539,278292.3695678711,53
2002,Jul,AA,American Airlines Inc.,824,76661,76117808,3423.64,3.32,443829.78631591797,536475.0863494873,741290.2143554688,63
2002,Jul,AS,Alaska Airlines Inc.,103,15036,12234513,3973.88,4.91,64163.5354309082,85560.79229736328,84156.46459960938,57
2002,Jul,CO,Continental Air Lines Inc.,360,27981,29404273,3085.81,2.83,173747.1272277832,211053.89264822006,343212.8729095459,66
2002,Jul,DL,Delta Air Lines Inc.,558,62989,49772776,3232.09,4.06,298976.68283081055,414975.6831741333,503103.3173828125,63
2002,Jul,HP,America West Airlines Inc.,141,17515,16755237,3972.91,4.20,85874.00939941406,111709.49127197266,117165.99047851562,58
2002,Jul,MQ,Envoy Air,241,37969,11072446,1612.67,5.49,100526.13214874268,169298.00923156738,245073.8677368164,71
2002,Jul,NW,Northwest Airlines Inc.,394,47279,35272388,3215.79,4.18,211526.5076904297,300639.93618774414,355833.49255371094,63
2002,Jul,UA,United Air Lines Inc.,556,54017,54561485,3657.39,3.53,305242.8334503174,380785.42196655273,495397.16638183594,62
2002,Jul,US,US Airways Inc.,308,44330,27954955,3186.99,4.92,173554.57669067383,240987.5372314453,268525.4234008789,61
2002,Jul,WN,Southwest Airlines Co.,366,81796,43658327,3948.52,7.34,245424.9334411621,319715.1307373047,280175.0665283203,53
2002,Aug,AA,American Airlines Inc.,818,75166,74983508,3388.40,3.28,435005.53535461426,534351.5212554932,741474.4653320312,63
2002,Aug,AS,Alaska Airlines Inc.,103,15003,12226025,3955.54,4.86,64110.07666015625,85651.63269042969,84209.9234008789,57
2002,Aug,CO,Continental Air Lines Inc.,361,28263,29816039,3099.29,2.85,175088.17045593262,211093.27416920662,343311.829498291,66
2002,Aug,DL,Delta Air Lines Inc.,557,63405,49983232,3224.61,4.06,296868.2420501709,410566.574508667,505211.75817871094,63
2002,Aug,HP,America West Airlines Inc.,141,17596,16830665,4026.58,4.23,86661.76852416992,112731.28173828125,116378.23150634766,57
2002,Aug,MQ,Envoy Air,240,37945,10977698,1613.49,5.52,99860.60160827637,167332.4030227661,244299.39782714844,71
2002,Aug,NW,Northwest Airlines Inc.,390,47712,35573916,3257.61,4.22,212339.9645690918,300689.6760559082,349260.03515625,62
2002,Aug,UA,United Air Lines Inc.,555,54545,55164071,3678.92,3.54,308183.7801361084,384201.9781188965,491016.21990966797,61
2002,Aug,US,US Airways Inc.,306,44531,28214009,3212.51,4.97,174070.0821685791,241439.88626098633,265129.9178466797,60
2002,Aug,WN,Southwest Airlines Co.,368,82598,44032546,3982.86,7.42,248586.71026611328,323168.5172729492,279893.2897338867,53
2002,Sep,AA,American Airlines Inc.,818,69156,68565467,3267.94,3.20,416500.6763000488,522568.8040924072,759979.3234863281,65
2002,Sep,AS,Alaska Airlines Inc.,102,13283,10630830,3732.86,4.68,60100.74475097656,82331.20617675781,86779.25518798828,59
2002,Sep,CO,Continental Air Lines Inc.,359,25493,26771890,3008.03,2.75,167962.30546569824,201401.02995681763,347557.6944656372,67
2002,Sep,DL,Delta Air Lines Inc.,550,57280,45807742,3101.15,3.86,280684.20112609863,392900.867477417,511315.79888916016,65
2002,Sep,HP,America West Airlines Inc.,140,16555,15826908,3935.73,4.13,84850.22019958496,107209.98748779297,116749.7798461914,58
2002,Sep,MQ,Envoy Air,241,36582,10809405,1625.08,5.51,99578.40201568604,169220.0813140869,246021.59844970703,71
2002,Sep,NW,Northwest Airlines Inc.,390,41702,30102518,3121.44,4.01,202249.57452392578,283297.9027862549,359350.42541503906,64
2002,Sep,UA,United Air Lines Inc.,560,49615,49752458,3446.39,3.34,290835.83055114746,366114.4950771332,515564.16900634766,64
2002,Sep,US,US Airways Inc.,306,40988,25815939,3167.84,4.96,170593.64082336426,238973.86749267578,268606.3592529297,61
2002,Sep,WN,Southwest Airlines Co.,369,79342,42401194,3946.39,7.32,245670.19375610352,319321.14178466797,284249.80627441406,54
2002,Oct,AA,American Airlines Inc.,815,71803,70964605,3292.13,3.24,422529.65811157227,526588.6484832764,749630.341796875,64
2002,Oct,AS,Alaska Airlines Inc.,102,13263,10480144,3572.18,4.56,57744.601654052734,79444.77160644531,89135.39849853516,61
2002,Oct,CO,Continental Air Lines Inc.,357,27166,28369309,3076.78,2.84,172386.86782836914,210046.69297409058,340253.1323928833,66
2002,Oct,DL,Delta Air Lines Inc.,548,60814,47938485,3163.33,3.97,288677.3918457031,401613.7605743408,499002.60858154297,63
2002,Oct,HP,America West Airlines Inc.,141,17258,16522281,3993.69,4.19,87305.56149291992,110595.40600585938,115734.43853759766,57
2002,Oct,MQ,Envoy Air,214,38665,11379792,1866.61,6.18,102429.18292236328,166003.71118164062,204290.81744384766,67
2002,Oct,NW,Northwest Airlines Inc.,382,43536,31416105,3118.74,4.07,201455.50885009766,279326.0400543213,348624.4912109375,63
2002,Oct,UA,United Air Lines Inc.,557,51672,51763190,3469.04,3.37,294252.07554626465,369704.7794342041,507827.9248046875,63
